gene,classification
AC026888.1,antisense
AC026894.1,novel
AC026894.2,other
AC026894.3,other
AC026898.1,pseudogene
AC026904.1,novel
AC026904.2,novel
AC026950.2,novel
AC026951.1,pseudogene
AC026951.2,pseudogene
AC026954.1,pseudogene
AC026954.2,novel
AC026954.3,antisense
AC026956.1,pseudogene
AC026956.2,novel
AC026979.1,novel
AC026979.2,novel
AC026979.3,novel
AC026979.4,novel
AC026991.1,novel
AC026991.2,antisense
AC026992.1,novel
AC026992.2,antisense
AC027013.1,novel
AC027018.1,novel
AC027020.1,antisense
AC027020.2,novel
AC027031.1,novel
AC027031.2,novel
AC027045.1,novel
AC027045.2,novel
AC027045.3,antisense
AC027088.1,novel
AC027088.2,novel
AC027088.3,antisense
AC027088.4,pseudogene
AC027088.5,novel
AC027097.1,other
AC027097.2,antisense
AC027104.1,pseudogene
AC027117.1,novel
AC027117.2,novel
AC027119.1,pseudogene
AC027124.1,pseudogene
AC027124.2,pseudogene
AC027128.1,antisense
AC027129.1,antisense
AC027130.1,antisense
AC027139.1,pseudogene
AC027139.2,pseudogene
AC027176.1,pseudogene
AC027176.2,pseudogene
AC027176.3,other
AC027216.1,pseudogene
AC027228.1,antisense
AC027228.2,antisense
AC027228.3,novel
AC027229.1,pseudogene
AC027237.1,other
AC027237.2,pseudogene
AC027237.3,novel
AC027237.4,antisense
AC027237.5,novel
AC027237.6,other
AC027243.1,antisense
AC027243.2,novel
AC027243.3,antisense
AC027243.4,other
AC027250.1,pseudogene
AC027250.2,novel
AC027251.1,antisense
AC027271.1,novel
AC027277.1,antisense
AC027277.2,novel
AC027279.1,novel
AC027279.2,novel
AC027279.3,other
AC027279.4,other
AC027281.1,novel
AC027281.2,novel
AC027287.1,transcriptionFactor
AC027287.2,novel
AC027288.1,novel
AC027288.2,pseudogene
AC027288.3,novel
AC027290.1,novel
AC027290.2,novel
AC027290.3,other
AC027307.1,antisense
AC027307.2,antisense
AC027307.3,novel
AC027308.1,pseudogene
AC027309.1,novel
AC027309.2,pseudogene
AC027309.3,novel
AC027313.1,pseudogene
AC027315.1,novel
AC027319.1,antisense
AC027329.1,novel
AC027334.1,pseudogene
AC027335.1,novel
AC027335.2,other
AC027338.1,novel
AC027338.2,novel
AC027343.1,novel
AC027343.2,novel
AC027343.3,novel
AC027345.1,pseudogene
AC027347.1,other
AC027348.1,novel
AC027348.2,novel
AC027369.1,pseudogene
AC027369.2,pseudogene
AC027369.3,pseudogene
AC027369.4,pseudogene
AC027369.5,pseudogene
AC027369.6,pseudogene
AC027373.1,novel
AC027373.2,other
AC027419.1,pseudogene
AC027419.2,novel
AC027449.1,novel
AC027451.1,novel
AC027455.1,pseudogene
AC027458.1,novel
AC027506.1,pseudogene
AC027514.1,novel
AC027514.2,antisense
AC027541.1,novel
AC027544.1,other
AC027544.2,novel
AC027544.3,pseudogene
AC027544.4,other
AC027559.1,other
AC027575.1,pseudogene
AC027575.2,novel
AC027575.3,other
AC027584.1,novel
AC027601.1,other
AC027601.2,antisense
AC027601.3,antisense
AC027601.4,antisense
AC027601.5,other
AC027601.6,novel
AC027607.1,novel
AC027612.1,pseudogene
AC027612.2,pseudogene
AC027612.3,pseudogene
AC027612.4,pseudogene
AC027612.5,novel
AC027613.1,pseudogene
AC027627.1,novel
AC027644.1,transcriptionFactor
AC027644.2,pseudogene
AC027644.3,antisense
AC027644.4,novel
AC027667.1,pseudogene
AC027673.1,pseudogene
AC027682.1,antisense
AC027682.2,antisense
AC027682.3,antisense
AC027682.4,novel
AC027682.5,antisense
AC027682.6,antisense
AC027682.7,other
AC027688.1,novel
AC027688.2,novel
AC027698.1,novel
AC027702.1,novel
AC027702.2,other
AC027763.1,transcriptionFactor
AC027763.2,antisense
AC027779.1,novel
AC027796.1,novel
AC027796.2,pseudogene
AC027796.3,novel
AC027796.4,antisense
AC027796.5,novel
AC027801.1,novel
AC027801.2,pseudogene
AC027801.3,novel
AC027801.4,novel
AC027801.5,other
AC027804.1,novel
AC027807.1,pseudogene
AC027807.2,novel
AC027808.1,antisense
AC027808.2,antisense
AC027811.1,antisense
AC032011.1,novel
AC032019.1,antisense
AC032019.2,novel
AC032044.1,antisense
AC032044.2,other
AC034102.1,other
AC034102.2,pseudogene
AC034102.3,novel
AC034102.4,antisense
AC034102.5,antisense
AC034102.6,antisense
AC034102.7,antisense
AC034102.8,antisense
AC034105.1,pseudogene
AC034105.2,pseudogene
AC034105.3,pseudogene
AC034105.4,pseudogene
AC034105.5,pseudogene
AC034110.1,novel
AC034111.1,antisense
AC034111.2,antisense
AC034114.1,pseudogene
AC034114.2,novel
AC034139.1,antisense
AC034148.1,antisense
AC034154.1,novel
AC034159.1,pseudogene
AC034159.2,novel
AC034186.1,other
AC034186.2,other
AC034187.1,novel
AC034193.1,antisense
AC034195.1,novel
AC034198.1,pseudogene
AC034198.2,antisense
AC034199.1,novel
AC034205.1,pseudogene
AC034205.2,pseudogene
AC034205.3,pseudogene
AC034206.1,novel
AC034207.1,pseudogene
AC034213.1,novel
AC034222.1,pseudogene
AC034222.2,antisense
AC034223.1,novel
AC034223.2,novel
AC034226.1,novel
AC034228.1,novel
AC034228.2,novel
AC034228.3,novel
AC034229.1,novel
AC034229.2,novel
AC034229.3,novel
AC034229.4,novel
AC034229.5,other
AC034229.6,other
AC034231.1,novel
AC034232.1,pseudogene
AC034234.1,novel
AC034236.1,pseudogene
AC034236.2,antisense
AC034236.3,novel
AC034238.1,antisense
AC034238.2,novel
AC034238.3,novel
AC034238.4,other
AC034243.1,novel
AC034244.1,pseudogene
AC034244.2,pseudogene
AC034244.3,other
AC034245.1,novel
AC034268.1,pseudogene
AC034268.2,antisense
AC035139.1,novel
AC035139.2,antisense
AC035140.1,novel
AC036101.1,novel
AC036103.1,antisense
AC036108.1,antisense
AC036108.2,antisense
AC036108.3,antisense
AC036111.1,pseudogene
AC036111.2,pseudogene
AC036111.3,pseudogene
AC036164.1,pseudogene
AC036176.1,antisense
AC036176.2,pseudogene
AC036176.3,novel
AC036214.1,novel
AC036214.2,novel
AC036214.3,novel
AC036214.4,antisense
AC036222.1,novel
AC036222.2,novel
AC036222.3,other
AC036222.4,other
AC037193.1,antisense
AC037198.1,novel
AC037198.2,antisense
AC037433.1,novel
AC037441.1,novel
AC037441.2,novel
AC037450.1,novel
AC037459.1,novel
AC037459.2,antisense
AC037459.3,novel
AC037459.4,novel
AC037471.1,pseudogene
AC037471.2,pseudogene
AC037479.1,pseudogene
AC037486.1,novel
AC037487.1,novel
AC037487.2,antisense
AC037487.3,pseudogene
AC037487.4,novel
AC039056.1,antisense
AC039056.2,novel
AC040160.1,novel
AC040160.2,novel
AC040162.1,novel
AC040162.2,pseudogene
AC040162.3,novel
AC040168.1,novel
AC040168.2,novel
AC040169.1,antisense
AC040169.2,pseudogene
AC040169.3,novel
AC040169.4,antisense
AC040170.1,other
AC040173.1,novel
AC040173.2,other
AC040174.1,novel
AC040174.2,novel
AC040896.1,novel
AC040904.1,novel
AC040914.1,novel
AC040926.1,pseudogene
AC040934.1,novel
AC040936.1,novel
AC040958.1,pseudogene
AC040963.1,novel
AC040970.1,novel
AC040975.1,pseudogene
AC040975.2,other
AC040977.1,novel
AC040977.2,novel
AC040978.1,pseudogene
AC041005.1,novel
AC041039.1,pseudogene
AC041040.1,other
AC044781.1,novel
AC044784.1,novel
AC044787.1,pseudogene
AC044792.1,pseudogene
AC044798.1,novel
AC044798.2,novel
AC044798.3,novel
AC044802.1,novel
AC044802.2,antisense
AC044810.1,pseudogene
AC044810.2,novel
AC044810.3,novel
AC044836.1,pseudogene
AC044839.1,novel
AC044839.2,novel
AC044839.3,novel
AC044840.1,antisense
AC044849.1,antisense
AC044860.1,pseudogene
AC044860.2,pseudogene
AC044860.3,pseudogene
AC044873.1,novel
AC044893.1,novel
AC044893.2,novel
AC044913.1,pseudogene
AC044913.2,other
AC046129.1,novel
AC046130.1,antisense
AC046130.2,novel
AC046130.3,other
AC046134.1,pseudogene
AC046134.2,antisense
AC046143.1,novel
AC046143.2,novel
AC046144.1,pseudogene
AC046158.1,antisense
AC046158.2,novel
AC046158.3,other
AC046158.4,other
AC046168.1,novel
AC046168.2,novel
AC046174.1,other
AC046176.1,pseudogene
AC046185.1,novel
AC046185.2,pseudogene
AC046185.3,other
AC046195.1,other
AC046195.2,novel
AC048334.1,pseudogene
AC048337.1,novel
AC048338.1,novel
AC048338.2,other
AC048341.1,novel
AC048341.2,novel
AC048344.1,novel
AC048344.2,pseudogene
AC048344.3,pseudogene
AC048344.4,novel
AC048346.1,pseudogene
AC048347.1,novel
AC048351.1,pseudogene
AC048351.2,other
AC048352.1,novel
AC048380.1,antisense
AC048380.2,other
AC048380.3,other
AC048382.1,antisense
AC048382.2,novel
AC048382.4,novel
AC048382.5,antisense
AC048382.6,antisense
AC048382.7,other
AC048383.1,novel
AC048387.1,novel
AC051618.1,novel
AC051619.1,pseudogene
AC051619.10,novel
AC051619.2,pseudogene
AC051619.3,pseudogene
AC051619.4,antisense
AC051619.5,antisense
AC051619.6,novel
AC051619.7,novel
AC051619.8,novel
AC051619.9,novel
AC051635.1,novel
AC051649.1,novel
AC053481.1,pseudogene
AC053481.2,pseudogene
AC053481.3,pseudogene
AC053481.4,pseudogene
AC053503.1,novel
AC053503.2,antisense
AC053503.3,pseudogene
AC053503.4,novel
AC053503.5,antisense
AC053503.6,other
AC053513.1,novel
AC053513.2,novel
AC053527.1,novel
AC053527.2,other
AC053545.1,novel
AC055714.1,novel
AC055716.1,pseudogene
AC055716.2,pseudogene
AC055716.3,antisense
AC055717.1,novel
AC055717.2,novel
AC055717.3,novel
AC055720.1,novel
AC055720.2,novel
AC055720.3,other
AC055731.1,pseudogene
AC055733.1,pseudogene
AC055733.2,antisense
AC055733.3,pseudogene
AC055733.4,other
AC055733.5,other
AC055736.1,antisense
AC055753.1,pseudogene
AC055758.1,novel
AC055758.2,novel
AC055764.1,novel
AC055764.2,novel
AC055788.1,novel
AC055788.2,antisense
AC055807.1,antisense
AC055811.1,novel
AC055811.2,novel
AC055811.3,novel
AC055811.4,novel
AC055822.1,antisense
AC055839.1,pseudogene
AC055839.2,other
AC055840.1,antisense
AC055845.1,other
AC055854.1,novel
AC055855.1,antisense
AC055855.2,antisense
AC055855.3,other
AC055860.1,novel
AC055866.1,other
AC055872.1,pseudogene
AC055872.2,novel
AC055872.3,other
AC055874.1,antisense
AC055876.1,pseudogene
AC055876.2,pseudogene
AC055876.3,pseudogene
AC055876.4,pseudogene
AC055876.5,pseudogene
AC055878.1,novel
AC058791.1,novel
AC058822.1,novel
AC058823.1,pseudogene
AC060234.1,novel
AC060234.2,novel
AC060234.3,novel
AC060764.1,pseudogene
AC060764.2,other
AC060765.1,novel
AC060765.2,novel
AC060766.1,pseudogene
AC060766.2,pseudogene
AC060766.3,pseudogene
AC060766.4,novel
AC060766.5,pseudogene
AC060766.6,novel
AC060766.7,novel
AC060771.1,pseudogene
AC060773.1,pseudogene
AC060780.1,novel
AC060780.2,pseudogene
AC060780.3,pseudogene
AC060788.1,pseudogene
AC060798.1,other
AC060809.1,novel
AC060812.1,other
AC060812.2,other
AC060814.1,pseudogene
AC060814.2,pseudogene
AC060814.3,novel
AC060814.4,novel
AC060814.5,novel
AC060834.1,pseudogene
AC060834.2,novel
AC061708.1,antisense
AC061709.2,novel
AC061709.3,novel
AC061958.1,antisense
AC061961.1,novel
AC061965.1,pseudogene
AC061965.2,other
AC061975.1,novel
AC061975.2,pseudogene
AC061975.3,pseudogene
AC061975.4,novel
AC061975.5,pseudogene
AC061975.6,novel
AC061975.7,novel
AC061975.8,novel
AC061979.1,novel
AC061992.1,novel
AC061992.2,other
AC061997.1,other
AC061999.1,other
AC062004.1,novel
AC062015.1,novel
AC062016.1,pseudogene
AC062016.2,pseudogene
AC062020.1,novel
AC062021.1,novel
AC062022.1,pseudogene
AC062022.2,antisense
AC062028.1,novel
AC062029.1,novel
AC062032.1,novel
AC062037.1,pseudogene
AC062037.2,antisense
AC062037.4,other
AC062039.1,novel
AC063919.1,novel
AC063919.2,novel
AC063923.1,pseudogene
AC063923.2,novel
AC063924.1,pseudogene
AC063926.1,novel
AC063926.2,novel
AC063926.3,novel
AC063938.1,novel
AC063943.1,novel
AC063943.2,other
AC063944.1,novel
AC063944.2,pseudogene
AC063944.3,novel
AC063947.1,antisense
AC063947.2,pseudogene
AC063948.1,novel
AC063949.1,pseudogene
AC063949.2,antisense
AC063950.1,pseudogene
AC063952.1,pseudogene
AC063952.2,pseudogene
AC063952.3,pseudogene
AC063952.4,novel
AC063955.1,pseudogene
AC063960.1,antisense
AC063960.2,antisense
AC063961.1,other
AC063962.1,novel
AC063965.1,novel
AC063965.2,other
AC063976.1,novel
AC063976.2,pseudogene
AC063976.3,pseudogene
AC063976.4,pseudogene
AC063977.1,pseudogene
AC063977.2,pseudogene
AC063977.3,antisense
AC063977.4,pseudogene
AC063977.5,pseudogene
AC063977.6,antisense
AC063977.7,pseudogene
AC063979.1,pseudogene
AC063979.2,novel
AC063980.1,novel
AC064799.1,pseudogene
AC064799.2,novel
AC064801.1,antisense
AC064801.2,novel
AC064802.1,novel
AC064805.1,novel
AC064805.2,antisense
AC064807.1,novel
AC064807.2,novel
AC064807.3,novel
AC064807.4,novel
AC064829.1,novel
AC064834.1,novel
AC064836.1,pseudogene
AC064836.2,novel
AC064836.3,novel
AC064843.1,antisense
AC064847.1,pseudogene
AC064852.1,novel
AC064853.1,novel
AC064853.2,novel
AC064856.1,novel
AC064859.1,other
AC064862.1,pseudogene
AC064862.2,pseudogene
AC064862.3,pseudogene
AC064862.4,pseudogene
AC064862.5,pseudogene
AC064862.6,pseudogene
AC064862.7,pseudogene
AC064869.1,novel
AC064871.1,novel
AC064871.2,other
AC064871.3,other
AC064872.1,pseudogene
AC064874.1,antisense
AC064875.1,novel
AC066580.1,novel
AC066585.1,novel
AC066595.1,novel
AC066595.2,novel
AC066612.1,novel
AC066612.2,antisense
AC066613.1,antisense
AC066613.2,antisense
AC066614.1,novel
AC066615.1,other
AC066616.1,pseudogene
AC066616.2,pseudogene
AC067747.1,novel
AC067750.1,antisense
AC067751.1,novel
AC067752.1,other
AC067773.1,novel
AC067805.1,pseudogene
AC067817.1,novel
AC067817.2,novel
AC067819.1,pseudogene
AC067838.1,novel
AC067852.1,novel
AC067852.2,antisense
AC067852.3,novel
AC067852.4,novel
AC067852.5,antisense
AC067863.1,antisense
AC067863.2,other
AC067902.1,other
AC067904.1,pseudogene
AC067904.2,pseudogene
AC067904.3,pseudogene
AC067930.1,novel
AC067930.2,novel
AC067930.3,novel
AC067930.4,novel
AC067930.5,other
AC067930.8,novel
AC067931.1,other
AC067931.2,other
AC067942.1,pseudogene
AC067942.2,pseudogene
AC067942.3,pseudogene
AC067942.4,novel
AC067945.1,pseudogene
AC067945.2,novel
AC067945.3,novel
AC067956.1,novel
AC067959.1,pseudogene
AC067960.1,novel
AC067968.1,novel
AC067968.2,novel
AC067969.1,antisense
AC067969.2,antisense
AC068014.1,antisense
AC068020.1,novel
AC068025.1,antisense
AC068025.2,novel
AC068044.1,pseudogene
AC068050.1,pseudogene
AC068051.1,antisense
AC068057.1,novel
AC068057.2,other
AC068057.3,other
AC068057.4,other
AC068058.1,novel
AC068075.1,novel
AC068075.2,novel
AC068112.1,novel
AC068134.1,novel
AC068134.2,novel
AC068134.3,pseudogene
AC068134.4,pseudogene
AC068135.1,pseudogene
AC068135.2,novel
AC068137.1,pseudogene
AC068137.2,pseudogene
AC068138.1,pseudogene
AC068189.1,antisense
AC068189.2,antisense
AC068193.1,antisense
AC068196.1,novel
AC068205.1,novel
AC068205.2,novel
AC068205.3,pseudogene
AC068205.4,pseudogene
AC068213.1,other
AC068228.1,antisense
AC068228.2,pseudogene
AC068228.4,other
AC068234.1,novel
AC068234.2,antisense
AC068234.3,antisense
AC068254.1,antisense
AC068254.2,other
AC068276.1,pseudogene
AC068279.1,pseudogene
AC068279.2,novel
AC068282.1,antisense
AC068282.2,novel
AC068286.1,novel
AC068286.2,novel
AC068295.1,novel
AC068298.1,pseudogene
AC068299.1,other
AC068299.2,other
AC068305.1,pseudogene
AC068305.2,antisense
AC068308.1,novel
AC068338.1,pseudogene
AC068338.2,novel
AC068338.3,antisense
AC068385.1,novel
AC068389.1,novel
AC068389.2,novel
AC068389.3,novel
AC068397.1,antisense
AC068397.2,antisense
AC068408.1,novel
AC068408.2,novel
AC068413.1,novel
AC068418.1,novel
AC068418.2,novel
AC068418.3,novel
AC068442.1,novel
AC068446.1,pseudogene
AC068446.2,novel
AC068446.3,pseudogene
AC068448.1,other
AC068448.2,other
AC068472.1,pseudogene
AC068473.1,novel
AC068473.2,antisense
AC068473.3,novel
AC068473.4,novel
AC068473.5,novel
AC068481.1,antisense
AC068483.1,novel
AC068489.1,novel
AC068491.1,pseudogene
AC068491.2,novel
AC068491.3,novel
AC068492.1,novel
AC068506.1,novel
AC068522.1,pseudogene
AC068531.1,pseudogene
AC068531.2,other
AC068533.1,pseudogene
AC068533.2,pseudogene
AC068533.3,novel
AC068533.4,novel
AC068535.1,novel
AC068535.2,novel
AC068544.1,antisense
AC068544.2,other
AC068547.1,novel
AC068580.1,novel
AC068580.2,novel
AC068580.3,novel
AC068580.4,novel
AC068580.5,novel
AC068587.1,pseudogene
AC068587.2,pseudogene
AC068587.3,pseudogene
AC068587.4,novel
AC068587.5,pseudogene
AC068587.6,pseudogene
AC068587.7,pseudogene
AC068587.8,pseudogene
AC068594.1,novel
AC068616.1,novel
AC068616.2,novel
AC068616.3,novel
AC068620.1,novel
AC068620.2,novel
AC068620.3,pseudogene
AC068630.1,pseudogene
AC068631.1,antisense
AC068631.2,novel
AC068631.3,pseudogene
AC068631.4,other
AC068633.1,novel
AC068633.2,novel
AC068643.1,novel
AC068643.2,novel
AC068647.1,pseudogene
AC068647.2,pseudogene
AC068657.1,pseudogene
AC068657.2,other
AC068658.1,novel
AC068669.1,novel
AC068672.1,novel
AC068672.2,novel
AC068672.3,novel
AC068675.1,other
AC068688.1,novel
AC068700.1,novel
AC068700.2,novel
AC068707.1,novel
AC068714.1,pseudogene
AC068721.1,novel
AC068722.1,novel
AC068722.2,novel
AC068724.1,antisense
AC068724.2,other
AC068724.3,antisense
AC068724.4,novel
AC068724.5,other
AC068725.1,antisense
AC068726.1,novel
AC068733.1,novel
AC068733.2,pseudogene
AC068733.3,antisense
AC068756.1,novel
AC068759.1,novel
AC068768.1,antisense
AC068769.1,pseudogene
AC068774.1,antisense
AC068775.1,novel
AC068787.1,novel
AC068787.2,novel
AC068787.3,novel
AC068787.4,novel
AC068787.5,novel
AC068789.1,antisense
AC068790.1,other
AC068790.2,novel
AC068790.3,novel
AC068790.4,novel
AC068790.5,novel
AC068790.6,novel
AC068790.7,novel
AC068790.8,novel
AC068790.9,novel
AC068792.1,novel
AC068792.2,other
AC068802.1,pseudogene
AC068831.1,antisense
AC068831.2,pseudogene
AC068831.3,pseudogene
AC068831.4,antisense
AC068831.5,pseudogene
AC068831.6,novel
AC068831.7,novel
AC068831.8,other
AC068858.1,novel
AC068860.1,other
AC068867.1,pseudogene
AC068870.1,novel
AC068870.2,novel
AC068870.3,other
AC068875.1,novel
AC068880.1,pseudogene
AC068880.2,novel
AC068880.3,novel
AC068880.4,other
AC068880.5,other
AC068888.1,antisense
AC068888.2,novel
AC068896.1,novel
AC068896.2,other
AC068896.3,other
AC068898.1,novel
AC068898.2,novel
AC068931.1,antisense
AC068944.1,novel
AC068944.2,pseudogene
AC068946.1,novel
AC068946.2,novel
AC068946.3,antisense
AC068985.1,novel
AC068985.2,other
AC068987.1,novel
AC068987.2,novel
AC068987.3,novel
AC068989.1,antisense
AC068993.1,pseudogene
AC068993.2,novel
AC069023.1,novel
AC069029.1,antisense
AC069061.1,pseudogene
AC069061.2,novel
AC069079.1,novel
AC069113.1,pseudogene
AC069113.2,novel
AC069113.3,pseudogene
AC069114.1,novel
AC069114.2,transcriptionFactor
AC069120.1,novel
AC069133.1,novel
AC069148.1,novel
AC069152.1,pseudogene
AC069155.1,novel
AC069157.1,pseudogene
AC069157.2,other
AC069185.1,novel
AC069200.1,novel
AC069200.2,other
AC069200.3,other
AC069209.1,novel
AC069209.2,antisense
AC069213.1,novel
AC069213.2,pseudogene
AC069213.3,pseudogene
AC069214.1,novel
AC069218.1,pseudogene
AC069218.2,pseudogene
AC069222.1,novel
AC069223.1,other
AC069224.1,antisense
AC069224.2,other
AC069228.1,antisense
AC069234.1,novel
AC069234.2,antisense
AC069234.3,antisense
AC069234.4,novel
AC069234.5,novel
AC069236.1,pseudogene
AC069240.1,pseudogene
AC069243.1,novel
AC069257.1,novel
AC069257.2,pseudogene
AC069257.3,novel
AC069257.4,other
AC069262.1,pseudogene
AC069271.1,pseudogene
AC069272.1,novel
AC069277.1,novel
AC069277.2,pseudogene
AC069280.1,novel
AC069280.2,novel
AC069281.1,novel
AC069281.2,novel
AC069282.1,pseudogene
AC069285.1,novel
AC069285.2,pseudogene
AC069285.3,other
AC069287.1,novel
AC069287.2,novel
AC069287.3,antisense
AC069288.1,other
AC069294.1,antisense
AC069304.1,pseudogene
AC069304.2,pseudogene
AC069304.3,pseudogene
AC069306.1,pseudogene
AC069307.1,novel
AC069335.1,pseudogene
AC069360.1,novel
AC069366.1,pseudogene
AC069366.2,novel
AC069368.1,novel
AC069368.2,novel
AC069404.1,novel
AC069410.1,novel
AC069421.1,pseudogene
AC069421.2,novel
AC069421.3,novel
AC069431.1,novel
AC069431.2,pseudogene
AC069437.1,antisense
AC069439.1,pseudogene
AC069439.2,novel
AC069444.1,novel
AC069444.2,novel
AC069454.1,pseudogene
AC069483.1,other
AC069499.1,pseudogene
AC069499.2,pseudogene
AC069499.3,other
AC069503.1,novel
AC069503.2,novel
AC069503.3,novel
AC069503.4,novel
AC069503.5,other
AC069504.1,other
AC069509.1,other
AC069528.1,pseudogene
AC069528.2,other
AC069540.1,pseudogene
AC069540.2,novel
AC069542.1,novel
AC069542.2,other
AC069544.1,novel
AC069545.1,pseudogene
AC069547.1,other
AC069547.2,antisense
AC069549.1,novel
AC069549.2,antisense
AC072022.1,antisense
AC072022.2,antisense
AC072023.1,other
AC072026.1,pseudogene
AC072026.2,antisense
AC072026.3,novel
AC072028.1,antisense
AC072039.1,pseudogene
AC072039.2,antisense
AC072046.1,pseudogene
AC072046.2,pseudogene
AC072052.1,pseudogene
AC072054.1,novel
AC072061.1,antisense
AC072062.1,antisense
AC073023.1,novel
AC073046.1,novel
AC073046.2,pseudogene
AC073046.3,antisense
AC073046.4,novel
AC073048.1,novel
AC073050.1,novel
AC073052.1,pseudogene
AC073062.1,novel
AC073063.1,pseudogene
AC073065.1,pseudogene
AC073065.2,other
AC073071.1,novel
AC073072.1,novel
AC073073.1,pseudogene
AC073073.2,antisense
AC073082.1,novel
AC073089.1,pseudogene
AC073091.1,pseudogene
AC073091.2,pseudogene
AC073094.1,novel
AC073107.1,pseudogene
AC073107.2,pseudogene
AC073109.1,transcriptionFactor
AC073111.1,novel
AC073111.2,pseudogene
AC073111.3,novel
AC073111.4,novel
AC073114.1,novel
AC073114.2,pseudogene
AC073115.1,novel
