dataset,datasetIteration,model,orientation,trainingType,val
lscc,31,dummy,second,justTargetDataset,1.051067590713501
luad,31,dummy,first,allDatasets,1.0353679656982422
luad,31,dummy,first,justTargetDataset,1.0527105331420898
luad,31,dummy,second,allDatasets,1.5309737920761108
luad,31,dummy,second,justTargetDataset,1.5393552780151367
ov,31,dummy,first,allDatasets,1.0872169733047485
ov,31,dummy,first,justTargetDataset,1.0975717306137085
ov,31,dummy,second,allDatasets,1.237684726715088
ov,31,dummy,second,justTargetDataset,1.2379870414733887
pdac,31,dummy,first,allDatasets,1.0133991241455078
pdac,31,dummy,first,justTargetDataset,1.0432766675949097
pdac,31,dummy,second,allDatasets,2.834052801132202
pdac,31,dummy,second,justTargetDataset,2.4536921977996826
all,31,dummy,first,allDatasets,1.2093133926391602
all,31,dummy,first,justTargetDataset,1.2093133926391602
all,31,dummy,second,allDatasets,1.6832773685455322
all,31,dummy,second,justTargetDataset,1.6832773685455322
brca,32,dummy,first,allDatasets,1.3807690143585205
brca,32,dummy,first,justTargetDataset,1.496974229812622
brca,32,dummy,second,allDatasets,1.1732877492904663
brca,32,dummy,second,justTargetDataset,1.171881079673767
ccrcc,32,dummy,first,allDatasets,1.139456868171692
ccrcc,32,dummy,first,justTargetDataset,1.125012755393982
ccrcc,32,dummy,second,allDatasets,1.0701550245285034
ccrcc,32,dummy,second,justTargetDataset,1.106918215751648
coad,32,dummy,first,allDatasets,4.525872230529785
coad,32,dummy,first,justTargetDataset,4.172804355621338
coad,32,dummy,second,allDatasets,2.446516752243042
coad,32,dummy,second,justTargetDataset,2.3517069816589355
gbm,32,dummy,first,allDatasets,1.1780568361282349
gbm,32,dummy,first,justTargetDataset,1.1672815084457397
gbm,32,dummy,second,allDatasets,1.1031218767166138
gbm,32,dummy,second,justTargetDataset,1.122003197669983
hnscc,32,dummy,first,allDatasets,1.0686776638031006
hnscc,32,dummy,first,justTargetDataset,1.0717519521713257
hnscc,32,dummy,second,allDatasets,1.100586175918579
hnscc,32,dummy,second,justTargetDataset,1.106169581413269
lscc,32,dummy,first,allDatasets,1.0852278470993042
lscc,32,dummy,first,justTargetDataset,1.0945518016815186
lscc,32,dummy,second,allDatasets,1.1012462377548218
lscc,32,dummy,second,justTargetDataset,1.1181437969207764
luad,32,dummy,first,allDatasets,1.2551496028900146
luad,32,dummy,first,justTargetDataset,1.3062962293624878
luad,32,dummy,second,allDatasets,1.185470461845398
luad,32,dummy,second,justTargetDataset,1.2387444972991943
ov,32,dummy,first,allDatasets,1.137768268585205
ov,32,dummy,first,justTargetDataset,1.140531301498413
ov,32,dummy,second,allDatasets,1.1474350690841675
ov,32,dummy,second,justTargetDataset,1.144579529762268
pdac,32,dummy,first,allDatasets,1.6265895366668701
pdac,32,dummy,first,justTargetDataset,1.504796028137207
pdac,32,dummy,second,allDatasets,1.1950994729995728
pdac,32,dummy,second,justTargetDataset,1.2400860786437988
all,32,dummy,first,allDatasets,1.471434235572815
all,32,dummy,first,justTargetDataset,1.471434235572815
all,32,dummy,second,allDatasets,1.2329975366592407
all,32,dummy,second,justTargetDataset,1.2329975366592407
brca,33,dummy,first,allDatasets,1.1506645679473877
brca,33,dummy,first,justTargetDataset,1.140792965888977
brca,33,dummy,second,allDatasets,1.1160815954208374
brca,33,dummy,second,justTargetDataset,1.155504584312439
ccrcc,33,dummy,first,allDatasets,0.9894423484802246
ccrcc,33,dummy,first,justTargetDataset,1.003477931022644
ccrcc,33,dummy,second,allDatasets,1.1905852556228638
ccrcc,33,dummy,second,justTargetDataset,1.1694085597991943
coad,33,dummy,first,allDatasets,2.6199491024017334
coad,33,dummy,first,justTargetDataset,2.6143996715545654
coad,33,dummy,second,allDatasets,5.246567249298096
coad,33,dummy,second,justTargetDataset,4.870456695556641
gbm,33,dummy,first,allDatasets,1.1518995761871338
gbm,33,dummy,first,justTargetDataset,1.1666916608810425
gbm,33,dummy,second,allDatasets,1.1480164527893066
gbm,33,dummy,second,justTargetDataset,1.1421282291412354
hnscc,33,dummy,first,allDatasets,1.0353302955627441
hnscc,33,dummy,first,justTargetDataset,1.0428435802459717
hnscc,33,dummy,second,allDatasets,1.1482203006744385
hnscc,33,dummy,second,justTargetDataset,1.130142331123352
lscc,33,dummy,first,allDatasets,0.9382342100143433
lscc,33,dummy,first,justTargetDataset,0.9773915410041809
lscc,33,dummy,second,allDatasets,1.3351494073867798
lscc,33,dummy,second,justTargetDataset,1.378440022468567
luad,33,dummy,first,allDatasets,1.32294499874115
luad,33,dummy,first,justTargetDataset,1.274254322052002
luad,33,dummy,second,allDatasets,1.164878010749817
luad,33,dummy,second,justTargetDataset,1.2173823118209839
ov,33,dummy,first,allDatasets,1.346312403678894
ov,33,dummy,first,justTargetDataset,1.3274857997894287
ov,33,dummy,second,allDatasets,0.9934188723564148
ov,33,dummy,second,justTargetDataset,1.032649278640747
pdac,33,dummy,first,allDatasets,1.2804112434387207
pdac,33,dummy,first,justTargetDataset,1.290639042854309
pdac,33,dummy,second,allDatasets,1.765264630317688
pdac,33,dummy,second,justTargetDataset,1.6005054712295532
all,33,dummy,first,allDatasets,1.2453129291534424
all,33,dummy,first,justTargetDataset,1.2453129291534424
all,33,dummy,second,allDatasets,1.5473456382751465
all,33,dummy,second,justTargetDataset,1.5473456382751465
brca,34,dummy,first,allDatasets,1.296507477760315
brca,34,dummy,first,justTargetDataset,1.2583372592926025
brca,34,dummy,second,allDatasets,0.9611873030662537
brca,34,dummy,second,justTargetDataset,0.9782001972198486
ccrcc,34,dummy,first,allDatasets,1.1433329582214355
ccrcc,34,dummy,first,justTargetDataset,1.1227325201034546
ccrcc,34,dummy,second,allDatasets,1.0407544374465942
ccrcc,34,dummy,second,justTargetDataset,1.072219729423523
coad,34,dummy,first,allDatasets,1.962324619293213
coad,34,dummy,first,justTargetDataset,1.8994529247283936
coad,34,dummy,second,allDatasets,1.4975417852401733
coad,34,dummy,second,justTargetDataset,1.4621938467025757
gbm,34,dummy,first,allDatasets,1.0677191019058228
gbm,34,dummy,first,justTargetDataset,1.0888570547103882
gbm,34,dummy,second,allDatasets,1.221980333328247
gbm,34,dummy,second,justTargetDataset,1.2330107688903809
hnscc,34,dummy,first,allDatasets,1.0770028829574585
hnscc,34,dummy,first,justTargetDataset,1.0825854539871216
hnscc,34,dummy,second,allDatasets,1.098375678062439
hnscc,34,dummy,second,justTargetDataset,1.086194396018982
lscc,34,dummy,first,allDatasets,1.231030821800232
lscc,34,dummy,first,justTargetDataset,1.251679539680481
lscc,34,dummy,second,allDatasets,1.271206021308899
lscc,34,dummy,second,justTargetDataset,1.3001272678375244
luad,34,dummy,first,allDatasets,1.103395700454712
luad,34,dummy,first,justTargetDataset,1.1060152053833008
luad,34,dummy,second,allDatasets,1.1544557809829712
luad,34,dummy,second,justTargetDataset,1.145387887954712
ov,34,dummy,first,allDatasets,1.2031724452972412
ov,34,dummy,first,justTargetDataset,1.2132436037063599
ov,34,dummy,second,allDatasets,1.1576642990112305
ov,34,dummy,second,justTargetDataset,1.17262601852417
pdac,34,dummy,first,allDatasets,3.023115396499634
pdac,34,dummy,first,justTargetDataset,2.6173789501190186
pdac,34,dummy,second,allDatasets,1.3512648344039917
pdac,34,dummy,second,justTargetDataset,1.369924545288086
all,34,dummy,first,allDatasets,1.397310495376587
all,34,dummy,first,justTargetDataset,1.397310495376587
all,34,dummy,second,allDatasets,1.1826194524765015
all,34,dummy,second,justTargetDataset,1.1826194524765015
brca,35,dummy,first,allDatasets,1.327335238456726
brca,35,dummy,first,justTargetDataset,1.2842621803283691
brca,35,dummy,second,allDatasets,0.9321824908256531
brca,35,dummy,second,justTargetDataset,0.9859445095062256
ccrcc,35,dummy,first,allDatasets,1.0286608934402466
ccrcc,35,dummy,first,justTargetDataset,1.0364125967025757
ccrcc,35,dummy,second,allDatasets,1.1366723775863647
ccrcc,35,dummy,second,justTargetDataset,1.1356712579727173
coad,35,dummy,first,allDatasets,2.5158300399780273
coad,35,dummy,first,justTargetDataset,2.5222926139831543
coad,35,dummy,second,allDatasets,2.1355419158935547
coad,35,dummy,second,justTargetDataset,2.053250312805176
gbm,35,dummy,first,allDatasets,1.106177568435669
gbm,35,dummy,first,justTargetDataset,1.1127948760986328
gbm,35,dummy,second,allDatasets,1.2078825235366821
gbm,35,dummy,second,justTargetDataset,1.2116230726242065
hnscc,35,dummy,first,allDatasets,1.0220867395401
hnscc,35,dummy,first,justTargetDataset,1.0778486728668213
hnscc,35,dummy,second,allDatasets,1.1710996627807617
hnscc,35,dummy,second,justTargetDataset,1.156015157699585
lscc,35,dummy,first,allDatasets,1.1295697689056396
lscc,35,dummy,first,justTargetDataset,1.122465968132019
lscc,35,dummy,second,allDatasets,1.0225739479064941
lscc,35,dummy,second,justTargetDataset,1.03725266456604
luad,35,dummy,first,allDatasets,1.0605977773666382
luad,35,dummy,first,justTargetDataset,1.0978785753250122
luad,35,dummy,second,allDatasets,1.237223505973816
luad,35,dummy,second,justTargetDataset,1.2278006076812744
ov,35,dummy,first,allDatasets,1.0978742837905884
ov,35,dummy,first,justTargetDataset,1.0994510650634766
ov,35,dummy,second,allDatasets,1.1824184656143188
ov,35,dummy,second,justTargetDataset,1.1759183406829834
pdac,35,dummy,first,allDatasets,1.6505671739578247
pdac,35,dummy,first,justTargetDataset,1.4962152242660522
pdac,35,dummy,second,allDatasets,1.3123726844787598
pdac,35,dummy,second,justTargetDataset,1.319111943244934
all,35,dummy,first,allDatasets,1.2612414360046387
all,35,dummy,first,justTargetDataset,1.2612414360046387
all,35,dummy,second,allDatasets,1.2215827703475952
all,35,dummy,second,justTargetDataset,1.2215827703475952
brca,36,dummy,first,allDatasets,1.5794330835342407
brca,36,dummy,first,justTargetDataset,1.7557876110076904
brca,36,dummy,second,allDatasets,1.054069995880127
brca,36,dummy,second,justTargetDataset,1.0998811721801758
ccrcc,36,dummy,first,allDatasets,1.008342981338501
ccrcc,36,dummy,first,justTargetDataset,1.0233047008514404
ccrcc,36,dummy,second,allDatasets,1.1557190418243408
ccrcc,36,dummy,second,justTargetDataset,1.1519136428833008
coad,36,dummy,first,allDatasets,2.1536707878112793
coad,36,dummy,first,justTargetDataset,2.1060922145843506
coad,36,dummy,second,allDatasets,1.0402741432189941
coad,36,dummy,second,justTargetDataset,1.0434893369674683
gbm,36,dummy,first,allDatasets,1.1526453495025635
gbm,36,dummy,first,justTargetDataset,1.1314396858215332
gbm,36,dummy,second,allDatasets,1.0824415683746338
gbm,36,dummy,second,justTargetDataset,1.092978596687317
hnscc,36,dummy,first,allDatasets,1.0324021577835083
hnscc,36,dummy,first,justTargetDataset,1.0467827320098877
hnscc,36,dummy,second,allDatasets,1.1884509325027466
hnscc,36,dummy,second,justTargetDataset,1.1605521440505981
lscc,36,dummy,first,allDatasets,1.1551330089569092
lscc,36,dummy,first,justTargetDataset,1.1689914464950562
lscc,36,dummy,second,allDatasets,0.9994596838951111
lscc,36,dummy,second,justTargetDataset,1.031939148902893
luad,36,dummy,first,allDatasets,1.178773045539856
luad,36,dummy,first,justTargetDataset,1.1589432954788208
luad,36,dummy,second,allDatasets,1.1298096179962158
luad,36,dummy,second,justTargetDataset,1.138773798942566
ov,36,dummy,first,allDatasets,1.112786889076233
ov,36,dummy,first,justTargetDataset,1.1145437955856323
ov,36,dummy,second,allDatasets,1.1780918836593628
ov,36,dummy,second,justTargetDataset,1.165407657623291
pdac,36,dummy,first,allDatasets,4.519205570220947
pdac,36,dummy,first,justTargetDataset,3.9140172004699707
pdac,36,dummy,second,allDatasets,2.2316343784332275
pdac,36,dummy,second,justTargetDataset,2.018376350402832
all,36,dummy,first,allDatasets,1.5586093664169312
all,36,dummy,first,justTargetDataset,1.5586093664169312
all,36,dummy,second,allDatasets,1.211000680923462
all,36,dummy,second,justTargetDataset,1.211000680923462
brca,37,dummy,first,allDatasets,1.0522546768188477
brca,37,dummy,first,justTargetDataset,1.1525517702102661
brca,37,dummy,second,allDatasets,1.2506601810455322
brca,37,dummy,second,justTargetDataset,1.2302931547164917
ccrcc,37,dummy,first,allDatasets,1.089988112449646
ccrcc,37,dummy,first,justTargetDataset,1.0978481769561768
ccrcc,37,dummy,second,allDatasets,1.2173254489898682
ccrcc,37,dummy,second,justTargetDataset,1.2576427459716797
coad,37,dummy,first,allDatasets,4.208248615264893
coad,37,dummy,first,justTargetDataset,3.9942848682403564
coad,37,dummy,second,allDatasets,3.6650571823120117
coad,37,dummy,second,justTargetDataset,3.583338975906372
gbm,37,dummy,first,allDatasets,1.3441693782806396
gbm,37,dummy,first,justTargetDataset,1.3069499731063843
gbm,37,dummy,second,allDatasets,1.0272129774093628
gbm,37,dummy,second,justTargetDataset,1.0779527425765991
hnscc,37,dummy,first,allDatasets,1.1038511991500854
hnscc,37,dummy,first,justTargetDataset,1.095691442489624
hnscc,37,dummy,second,allDatasets,1.0681520700454712
hnscc,37,dummy,second,justTargetDataset,1.089882731437683
lscc,37,dummy,first,allDatasets,1.0861940383911133
lscc,37,dummy,first,justTargetDataset,1.094288945198059
lscc,37,dummy,second,allDatasets,1.0224593877792358
lscc,37,dummy,second,justTargetDataset,1.0435758829116821
luad,37,dummy,first,allDatasets,1.1314371824264526
luad,37,dummy,first,justTargetDataset,1.148340106010437
luad,37,dummy,second,allDatasets,1.3474584817886353
luad,37,dummy,second,justTargetDataset,1.4828355312347412
ov,37,dummy,first,allDatasets,1.201776385307312
ov,37,dummy,first,justTargetDataset,1.1813075542449951
ov,37,dummy,second,allDatasets,1.1353923082351685
ov,37,dummy,second,justTargetDataset,1.153036117553711
pdac,37,dummy,first,allDatasets,1.533776044845581
pdac,37,dummy,first,justTargetDataset,1.484482765197754
pdac,37,dummy,second,allDatasets,2.426830530166626
pdac,37,dummy,second,justTargetDataset,2.46815824508667
all,37,dummy,first,allDatasets,1.401585578918457
all,37,dummy,first,justTargetDataset,1.401585578918457
all,37,dummy,second,allDatasets,1.476367712020874
all,37,dummy,second,justTargetDataset,1.476367712020874
brca,38,dummy,first,allDatasets,1.008432149887085
brca,38,dummy,first,justTargetDataset,1.0541925430297852
brca,38,dummy,second,allDatasets,1.2333297729492188
brca,38,dummy,second,justTargetDataset,1.214585542678833
ccrcc,38,dummy,first,allDatasets,1.1730926036834717
ccrcc,38,dummy,first,justTargetDataset,1.1650642156600952
ccrcc,38,dummy,second,allDatasets,1.702115774154663
ccrcc,38,dummy,second,justTargetDataset,1.6349046230316162
coad,38,dummy,first,allDatasets,6.889871597290039
coad,38,dummy,first,justTargetDataset,6.303033828735352
coad,38,dummy,second,allDatasets,3.506239414215088
coad,38,dummy,second,justTargetDataset,3.557593584060669
gbm,38,dummy,first,allDatasets,1.1867467164993286
gbm,38,dummy,first,justTargetDataset,1.1957917213439941
gbm,38,dummy,second,allDatasets,1.149988055229187
gbm,38,dummy,second,justTargetDataset,1.1771796941757202
hnscc,38,dummy,first,allDatasets,1.0894917249679565
hnscc,38,dummy,first,justTargetDataset,1.0935537815093994
hnscc,38,dummy,second,allDatasets,1.0977145433425903
hnscc,38,dummy,second,justTargetDataset,1.094340205192566
lscc,38,dummy,first,allDatasets,1.091865062713623
lscc,38,dummy,first,justTargetDataset,1.1074186563491821
lscc,38,dummy,second,allDatasets,1.0299582481384277
lscc,38,dummy,second,justTargetDataset,1.047435998916626
luad,38,dummy,first,allDatasets,1.2332326173782349
luad,38,dummy,first,justTargetDataset,1.2992838621139526
luad,38,dummy,second,allDatasets,1.1757780313491821
luad,38,dummy,second,justTargetDataset,1.15920090675354
ov,38,dummy,first,allDatasets,1.327762246131897
ov,38,dummy,first,justTargetDataset,1.3495509624481201
ov,38,dummy,second,allDatasets,1.0397679805755615
ov,38,dummy,second,justTargetDataset,1.0677461624145508
pdac,38,dummy,first,allDatasets,1.4072043895721436
pdac,38,dummy,first,justTargetDataset,1.4179749488830566
pdac,38,dummy,second,allDatasets,2.3548364639282227
pdac,38,dummy,second,justTargetDataset,2.070023536682129
all,38,dummy,first,allDatasets,1.6126357316970825
all,38,dummy,first,justTargetDataset,1.6126357316970825
all,38,dummy,second,allDatasets,1.5028722286224365
all,38,dummy,second,justTargetDataset,1.5028722286224365
brca,39,dummy,first,allDatasets,1.4101108312606812
brca,39,dummy,first,justTargetDataset,1.5466557741165161
brca,39,dummy,second,allDatasets,1.0265923738479614
brca,39,dummy,second,justTargetDataset,1.0828100442886353
ccrcc,39,dummy,first,allDatasets,1.090294599533081
ccrcc,39,dummy,first,justTargetDataset,1.1160379648208618
ccrcc,39,dummy,second,allDatasets,1.0983211994171143
ccrcc,39,dummy,second,justTargetDataset,1.1017155647277832
coad,39,dummy,first,allDatasets,8.161200523376465
coad,39,dummy,first,justTargetDataset,7.566148281097412
coad,39,dummy,second,allDatasets,1.5782074928283691
coad,39,dummy,second,justTargetDataset,1.6856703758239746
gbm,39,dummy,first,allDatasets,1.0671870708465576
gbm,39,dummy,first,justTargetDataset,1.0849485397338867
gbm,39,dummy,second,allDatasets,1.1821409463882446
gbm,39,dummy,second,justTargetDataset,1.1734813451766968
hnscc,39,dummy,first,allDatasets,1.1512451171875
hnscc,39,dummy,first,justTargetDataset,1.1422607898712158
hnscc,39,dummy,second,allDatasets,1.0520721673965454
hnscc,39,dummy,second,justTargetDataset,1.083192229270935
lscc,39,dummy,first,allDatasets,1.1284457445144653
lscc,39,dummy,first,justTargetDataset,1.1441878080368042
lscc,39,dummy,second,allDatasets,1.0392073392868042
lscc,39,dummy,second,justTargetDataset,1.0546268224716187
luad,39,dummy,first,allDatasets,1.1509292125701904
luad,39,dummy,first,justTargetDataset,1.1454365253448486
luad,39,dummy,second,allDatasets,1.0744560956954956
luad,39,dummy,second,justTargetDataset,1.098846197128296
